product_desc,price,image,link
Gold Grey Pencil Cut Stone Dangler Earrings,700.00,https://img.faballey.com/Images/Product/ZEA00261/1.jpg,https://www.houseofindya.com/gold-grey-pencil-cut-stone-dangler-earrings-22/iprdt
Gold Hive Cuff Bracelet,600.00,https://img.faballey.com/Images/Product/ZBR00053/1.jpg,https://www.houseofindya.com/gold-hive-cuff-bracelet-27/iprdt
Antique Gold Daana Hoop Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00282/1.jpg,https://www.houseofindya.com/antique-gold-daana-hoop-earrings-22/iprdt
Gold Green Kundan Floral Pendant Necklace Set,2100.00,https://img.faballey.com/Images/Product/ZNS00063/1.jpg,https://www.houseofindya.com/floral-shaped-kundan-pendant-set-with-green-color-stone.-23/iprdt
Gold Kundan Green Bead Pearl Dangler Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00303/1.jpg,https://www.houseofindya.com/kundan-studded-dangler-surrounded-with-pearls.-22/iprdt
Gold Kundan Green Bead Layered Dangler Earrings,750.00,https://img.faballey.com/Images/Product/ZEA00307/1.jpg,https://www.houseofindya.com/layered-kundan-dangler-with-black-beads-and-white-pearl-22/iprdt
Gold Kundan Green Bead Bracelet,1100.00,https://img.faballey.com/Images/Product/ZBR00072/1.jpg,https://www.houseofindya.com/kundan-bracelet-with-green-beads-27/iprdt
Gold Satin Finish Cuff Bracelet,700.00,https://img.faballey.com/Images/Product/ZBR00052/1.jpg,https://www.houseofindya.com/gold-textured-cuff-bracelet-27/iprdt
Gold Turquoise Drop Hoop Dangler Earrings,675.00,https://img.faballey.com/Images/Product/ZEA00263/1.jpg,https://www.houseofindya.com/gold-turquoise-drop-hoop-dangler-earrings-22/iprdt
Silver Floral Burst Daana Oxidised Hoop Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00288/1.jpg,https://www.houseofindya.com/silver-floral-burst-daana-oxidised-hoop-earrings-22/iprdt
Gold Red Kite Diamond Bangle Set,1600.00,https://img.faballey.com/Images/Product/ZBR00034/1.jpg,https://www.houseofindya.com/gold-red-kite-diamond-bangle-set-27/iprdt
Silver Textured Disc Dangler Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00259/1.jpg,https://www.houseofindya.com/silver-textured-disc-dangler-earrings-22/iprdt
Gold Red Kundan Meena Sunburst Ring,600.00,https://img.faballey.com/Images/Product/ZRI00040/1.jpg,https://www.houseofindya.com/round-shaped-gold-plated-kundan-ring-with-blue-enamel-work-in-the-centre.-36/iprdt
Gold Champagne Beads Hoop Dangler Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00274/1.jpg,https://www.houseofindya.com/gold-champagne-beads-hoop-dangler-earrings-22/iprdt
Gold Blue Kundan Meena Bangle Set,1600.00,https://img.faballey.com/Images/Product/ZBR00037/1.jpg,https://www.houseofindya.com/gold-blue-kundan-meena-bangle-set-27/iprdt
Gold Maroon Kundan Floral Necklace Set,2250.00,https://img.faballey.com/Images/Product/ZNS00058/1.jpg,https://www.houseofindya.com/gold-plated-single-layer-squre-and-floral-shaped-kundan-necklace-set-23/iprdt
Rose Gold Textured Hoop Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00269/1.jpg,https://www.houseofindya.com/rose-gold-textured-hoop-earrings-22/iprdt
Gold Textured Circular Dangler Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00260/1.jpg,https://www.houseofindya.com/gold-textured-circular-dangler-earrings-22/iprdt
White Diamond Floral Bunch Earring Necklace Set,2750.00,https://img.faballey.com/Images/Product/ZNS00032/1.jpg,https://www.houseofindya.com/white-diamond-floral-bunch-earring-necklace-set-290/iprdt
Gold Pearl Overlap Stud Earrings,475.00,https://img.faballey.com/Images/Product/ZEA00367/1.jpg,https://www.houseofindya.com/overlapping-ring-earrings-with-3pearls-22/iprdt
Gold Hammerred Cuff Bracelet,700.00,https://img.faballey.com/Images/Product/ZBR00054/1.jpg,https://www.houseofindya.com/gold-hammerred-cuff-bracelet-27/iprdt
Gold Textured Swing Dangler Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00278/1.jpg,https://www.houseofindya.com/silver-textured-swing-dangler-earrings-22/iprdt
Silver Dazzler Multichain Bracelet,800.00,https://img.faballey.com/Images/Product/ZBR00066/1.jpg,https://www.houseofindya.com/silver-dazzler-multichain-bracelet-27/iprdt
Gold Textured Circular Bunch Dangler Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00257/1.jpg,https://www.houseofindya.com/gold-textured-circular-bunch-dangler-earrings-22/iprdt
Gold Green Kundan Meena Circular Ring,600.00,https://img.faballey.com/Images/Product/ZRI00039/1.jpg,https://www.houseofindya.com/round-shaped-kundan-studded-ring-36/iprdt
Gold Blue Kundan Stone Bead Earrings,1050.00,https://img.faballey.com/Images/Product/ZEA00256/1.jpg,https://www.houseofindya.com/gold-blue-kundan-stone-bead-earrings-22/iprdt
Rose Gold Sleek Hoop Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00285/1.jpg,https://www.houseofindya.com/rose-gold-sleek-hoop-earrings-22/iprdt
Gold White Faceted Stone Hoop Dangler Earrings,675.00,https://img.faballey.com/Images/Product/ZEA00264/1.jpg,https://www.houseofindya.com/gold-white-druzy-drop-hoop-dangler-earrings-22/iprdt
Gold White Brick Diamond Bangle Set,1600.00,https://img.faballey.com/Images/Product/ZBR00035/1.jpg,https://www.houseofindya.com/gold-white-brick-diamond-bangle-set-27/iprdt
Gold Green Pearl Jadau Beaded Dangler Earrings,900.00,https://img.faballey.com/Images/Product/ZEA00248/1.jpg,https://www.houseofindya.com/gold-green-pearl-jadau-beaded-dangler-earrings-22/iprdt
Gold Hammered Circular Pattern Dangler Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00270/1.jpg,https://www.houseofindya.com/gold-hammered-circular-pattern-dangler-earrings-22/iprdt
Rose Gold Plated  Crystal Necklace Set,2450.00,https://img.faballey.com/Images/Product/ZNS00064/1.jpg,https://www.houseofindya.com/rose-gold-plated--crystal-necklace-set-23/iprdt
Gold Kundan Pearl Dangler Jhumki Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00448/1.jpg,https://www.houseofindya.com/kundan-earrings-with-blue-meena-goldenn-jhumki-and-pearl-tassel-22/iprdt
Silver Cone Metallic Tassel Oxidised Dangler Earrings,250.00,https://img.faballey.com/Images/Product/ZEA00182/1.jpg,https://www.houseofindya.com/silver-cone-metallic-tassel-oxidised-dangler-earrings-22/iprdt
Gold Multistone Marquise Cuff Bracelet,750.00,https://img.faballey.com/Images/Product/ZBR00060/1.jpg,https://www.houseofindya.com/gold-multistone-marquise-cuff-bracelet-27/iprdt
Gold Kundan Pear Dainty Drop Earrings  Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00046/1.jpg,https://www.houseofindya.com/gold-kundan-pear-dainty-drop-earrings--necklace-set-290/iprdt
Gold Spiked Spiral Hoop Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00286/1.jpg,https://www.houseofindya.com/gold-spiked-spiral-hoop-earrings-22/iprdt
Gold Kundan Green Drop Pearl Earring Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00047/1.jpg,https://www.houseofindya.com/gold-kundan-green-drop-pearl-earring-necklace-set-290/iprdt
Gold Kundan Square Bracelet With Green Delicate Drops,1200.00,https://img.faballey.com/Images/Product/ZBR00047/1.jpg,https://www.houseofindya.com/gold-kundan-square-bracelet-with-green-delicate-drops-27/iprdt
Gold Leaf Kundan Double Pearl Earrings Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00045/1.jpg,https://www.houseofindya.com/gold-leaf-kundan-double-pearl-earrings-necklace-set-290/iprdt
White Marquise Diamond Hoop Style Stud Earrings,1200.00,https://img.faballey.com/Images/Product/ZEA00232/1.jpg,https://www.houseofindya.com/white-marquise-diamond-hoop-style-stud-earrings-22/iprdt
Gold Kundan Multicolor Stone Earring Necklace Set,2000.00,https://img.faballey.com/Images/Product/ZNS00053/1.jpg,https://www.houseofindya.com/gold-kundan-multicolor-stone-earring-necklace-set-290/iprdt
Gold Red Kundan Meena Bracelet,1300.00,https://img.faballey.com/Images/Product/ZBR00045/1.jpg,https://www.houseofindya.com/gold-red-kundan-meena-bracelet-27/iprdt
Gold Kundan Multi Pearl String Earring Necklace Set,2000.00,https://img.faballey.com/Images/Product/ZNS00048/1.jpg,https://www.houseofindya.com/gold-kundan-multi-pearl-string-earring-necklace-set-290/iprdt
Gold Red Kundan Pearl Tassel Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/kundan-pearl-and-beads-tassel-earrings-22/iprdt
Gold Green Kundan Meena Bead Drop Stud Earrings,400.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-kundan-meena-bead-drop-stud-earrings-22/iprdt
Gold Kundan Floral Chain Dangler Earrings,950.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-floral-chain-dangler-earrings-22/iprdt
Silver Floral Leaf Motif Oxidised Jhumka Earrings,650.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/silver-floral-leaf-motif-oxidised-jhumka-earrings-22/iprdt
Gold Disc Circular Hoop Earrings,475.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-disc-circular-hoop-earrings-22/iprdt
Gold Green Beaded Kundan Circular Dangler Earrings,650.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/hoopstyle-kundan-dangler-with-22/iprdt
Gold Green Kundan Passa Dangler Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-kundan-passa-dangler-earrings-22/iprdt
Gold Grey Stone Bracelet,750.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-grey-stone-bracelet-27/iprdt
Gold Square Contemporary Bangle,450.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-square-contemporary-bangle-27/iprdt
Gold Textured Orb Stud Earrings,300.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-textured-orb-stud-earrings-22/iprdt
Gold Blue Metal Tassel Dangler Earrings,825.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-blue-metal-tassel-dangler-earrings-22/iprdt
Gold Leaf String Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-leaf-string-dangler-earrings-22/iprdt
Gold Rose Pink Stone Tiered Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-rose-pink-stone-tiered-dangler-earrings-22/iprdt
Gold Red Round Stud Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-red-round-stud-earrings-22/iprdt
Gold Kundan Beaded Pearl Chandbali Earrings,1050.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-beaded-pearl-chandbali-earrings-22/iprdt
Gold White Bead Jhumki Earrings,650.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-white-bead-jhumki-earrings-22/iprdt
Gold Tie Wire Hoop Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-tie-wire-hoop-earrings-22/iprdt
Gold Textured Hoop Earrings Set of 3,625.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/golden-hoops-in-combo-22/iprdt
Gold Bar Drops Dangler Earrings,900.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-bar-drops-dangler-earrings-22/iprdt
Gold Kundan Blue Drop Dangler Earrings,750.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-blue-drop-dangler-earrings-22/iprdt
Gold Pastel Blue Metal Drops Dangler Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-pastel-blue-metal-drops-dangler-earrings-22/iprdt
Gold Handmade Starburst Stud Earrings,475.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-handmade-starburst-stud-earrings-22/iprdt
Gold Green Jhumka Earrings,850.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-jhumka-earrings-22/iprdt
Gold Black Floral Metallic Tassel Dangler Earrings,800.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-black-floral-metallic-tassel-dangler-earrings-22/iprdt
Gold Kundan Green Bead Stud Earrings,750.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-green-bead-stud-earrings-22/iprdt
Gold Brown Dangler Earrings with attached Ear Chain,725.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-brown-dangler-earrings-with-attached-ear-chain-22/iprdt
Silver Drop Hoop Earrings Set of 3,475.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/3-silver-hoops-in-combo-22/iprdt
Gold Half Moon Stud Earrings,475.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-half-moon-stud-earrings-22/iprdt
Gold Green Druzy Jhumki Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-druzy-jhumki-earrings-22/iprdt
Gold Kundan Pearl Drop Floral Dangler Earrings,975.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-pearl-drop-floral-dangler-earrings-22/iprdt
Gold Hoop Earrings Set of 4,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/4-golden-mini-hoop-combo-22/iprdt
Silver Hoop Earrings Set of 3,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/silver-hoop-combo-22/iprdt
Gold Blue Semi Hoop Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-blue-semi-hoop-earrings-22/iprdt
Gold Handmade Brick Cluster Stud Earrings,750.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-handmade-brick-cluster-stud-earrings-22/iprdt
Gold Interlinked Rings Dangler Earrings,450.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-interlinked-rings-dangler-earrings-22/iprdt
Gold Handmade Hoop Earrings Set of 3,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/handmade-golden-hoops-in-combo-22/iprdt
Silver Mini Hoop Earrings Set of 4,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/4-minisilver--hoops-in-combo-22/iprdt
Silver Gold Hoop Earrings Set of 3,700.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/2-silver-hoop-and-1-golden-hoop-combo-22/iprdt
Gold Kundan Bar Pearl Bracelet,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/square-kundan-and-pearl-bracelet-27/iprdt
Gold Black Stone Bracelet,750.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-blue-stone-bracelet-27/iprdt
Gold Green Floral Chandbali Maang Tika,1050.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-floral-chandbali-maang-tika-32/iprdt
White Blue Floral Diamond Dangler Earrings,1600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/white-blue-floral-diamond-dangler-earrings-22/iprdt
Gold Green Oval Cuff Bracelet,700.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-oval-cuff-bracelet-27/iprdt
Gold Turquoise Metallic Tassel Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-turquoise-metallic-tassel-dangler-earrings-22/iprdt
GoldRed Beaded Oxidised Hoop Earrings,700.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/silver-red-beaded-oxidised-hoop-earrings-22/iprdt
Gold Green Kundan Multi Drop Chandbali Earrings,950.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/kundan-chaandbali-with-multiple-green-drops-22/iprdt
Gold Aqua Druzy Drop Bracelet,700.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-aqua-druzy-drop-bracelet-27/iprdt
Gold Pearl Drop Circular Dangler Earring,475.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/dangler-with-oval-shaped-pearl-22/iprdt
Dual Toned Green Stone Oxidised Baali Earrings,700.00,https://img.faballey.com/Images/Product/ZEA00157/1.jpg,https://www.houseofindya.com/dual-toned-green-stone-oxidised-baali-earrings-22/iprdt
Gold Kundan Ivy  Jhumki Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00093/1.jpg,https://www.houseofindya.com/gold-kundan-ivy--jhumki-earrings-22/iprdt
Gold Dome Elongated Drop Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00126/1.jpg,https://www.houseofindya.com/gold-dome-elongated-drop-earrings-22/iprdt
Gold Violet Geometric Stone Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00140/1.jpg,https://www.houseofindya.com/gold-violet-geometric-stone-earrings-22/iprdt
Gold Red Kundan Bead Ivy Crescent Earrings,1100.00,https://img.faballey.com/Images/Product/ZEA00096/1.jpg,https://www.houseofindya.com/gold-red-kundan-bead-ivy-crescent-earrings-22/iprdt
Gold Textured Geometric Dangler Earrings,450.00,https://img.faballey.com/Images/Product/ZEA00136/1.jpg,https://www.houseofindya.com/gold-textured-geometric-dangler-earrings-22/iprdt
Gold Multistone Concentric Earrings,675.00,https://img.faballey.com/Images/Product/ZEA00128/1.jpg,https://www.houseofindya.com/gold-multistone-concentric-earrings-22/iprdt
Multicolor Stone Hoop Earrings,440.00,https://img.faballey.com/Images/Product/IJE00145/1.jpg,https://www.houseofindya.com/multicolor-stone-hoop-earrings-22/iprdt
Gold Toned Textured Cuff Bracelet,950.00,https://img.faballey.com/Images/Product/ZBR00022/1.jpg,https://www.houseofindya.com/gold-toned-textured-cuff-bracelet-27/iprdt
Silver Oxidized Green Stone Star Earring Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00021/1.jpg,https://www.houseofindya.com/silver-oxidized-green-stone-star-earring-necklace-set-290/iprdt
Gold Silver Double Disc Plate Earrings,475.00,https://img.faballey.com/Images/Product/ZEA00113/1.jpg,https://www.houseofindya.com/gold-silver-double-disc-plate-earrings-22/iprdt
Multicolor Stone Studded Hoop Earrings,640.00,https://img.faballey.com/Images/Product/IJE00103/1.jpg,https://www.houseofindya.com/multicolor-stone-studded-hoop-earrings-22/iprdt
Gold Cross Circle Drop Earrings,625.00,https://img.faballey.com/Images/Product/ZEA00131/1.jpg,https://www.houseofindya.com/gold-cross-circle-drop-earrings-22/iprdt
White Green Beaded Quad Kundan Matha Patti,900.00,https://img.faballey.com/Images/Product/ZMT00027/1.jpg,https://www.houseofindya.com/white-green-beaded-quad-kundan-matha-patti-32/iprdt
Gold Mass Pearl Stud Earrings,375.00,https://img.faballey.com/Images/Product/ZEA00116/1.jpg,https://www.houseofindya.com/gold-mass-pearl-stud-earrings-22/iprdt
Gold Plate Swirl Earrings,475.00,https://img.faballey.com/Images/Product/ZEA00130/1.jpg,https://www.houseofindya.com/gold-plate-swirl-earrings-22/iprdt
Gold Matte Geometric Ring Stud Earrings,800.00,https://img.faballey.com/Images/Product/ZEA00143/1.jpg,https://www.houseofindya.com/gold-matte-geometric-ring-stud-earrings-22/iprdt
Gold Toned Hand Hammered Cuff Bracelet,1050.00,https://img.faballey.com/Images/Product/ZBR00021/1.jpg,https://www.houseofindya.com/gold-toned-hand-hammered-cuff-bracelet-27/iprdt
Gold Green Geometric Stone Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00137/1.jpg,https://www.houseofindya.com/gold-green-geometric-stone-earrings-22/iprdt
Gold Kundan Red Bead Maang Tika,1050.00,https://img.faballey.com/Images/Product/ZMT00017/1.jpg,https://www.houseofindya.com/gold-kundan-red-bead-maang-tika-32/iprdt
Gold Circlet Pearl Drop Dangler  Earrings,450.00,https://img.faballey.com/Images/Product/ZEA00135/1.jpg,https://www.houseofindya.com/gold-circlet-pearl-drop-dangler--earrings-22/iprdt
Multicolor Circle Squad Dangler Earrings,700.00,https://img.faballey.com/Images/Product/ZEA00142/1.jpg,https://www.houseofindya.com/multicolor-circle-squad-dangler-earrings-22/iprdt
Dual Toned Droplet Oxidised Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00156/1.jpg,https://www.houseofindya.com/dual-toned-droplet-oxidised-earrings-22/iprdt
Gold Red Kundan Floral Dangler Earrings,800.00,https://img.faballey.com/Images/Product/ZEA00087/1.jpg,https://www.houseofindya.com/gold-red-kundan-floral-dangler-earrings-22/iprdt
Blue Stone Gold Leaf Drop Earrings,480.00,https://img.faballey.com/Images/Product/IJE00125/1.jpg,https://www.houseofindya.com/blue-stone-gold-leaf-drop-earrings-22/iprdt
Silver Geometric Embossed Oxidised Jhumki Earrings,725.00,https://img.faballey.com/Images/Product/ZEA00149/1.jpg,https://www.houseofindya.com/silver-geometric-embossed-oxidised-jhumki-earrings-22/iprdt
Gold Kundan White Bead Cluster Earrings,900.00,https://img.faballey.com/Images/Product/ZEA00108/1.jpg,https://www.houseofindya.com/gold-kundan-white-bead-cluster-earrings-22/iprdt
Gold Blue Square Mesh Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00123/1.jpg,https://www.houseofindya.com/gold-blue-square-mesh-earrings-22/iprdt
Gold Multilayer Tassel Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00114/1.jpg,https://www.houseofindya.com/gold-multilayer-tassel-earrings-22/iprdt
Gold Floral Jhumka Earrings,640.00,https://img.faballey.com/Images/Product/IJE00100/1.jpg,https://www.houseofindya.com/gold-floral-jhumka-earrings-22/iprdt
Gold Circlet Drop Earrings,475.00,https://img.faballey.com/Images/Product/ZEA00115/1.jpg,https://www.houseofindya.com/gold-circlet-drop-earrings-22/iprdt
Gold Floral Column Earrings,640.00,https://img.faballey.com/Images/Product/IJE00093/1.jpg,https://www.houseofindya.com/gold-floral-column-earrings-22/iprdt
Gold Kundan Flower Bead Cluster Stud Earrings,700.00,https://img.faballey.com/Images/Product/ZEA00097/1.jpg,https://www.houseofindya.com/gold-kundan-flower-bead-cluster-stud-earrings-22/iprdt
Gold Multi Canopy Dangler Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00122/1.jpg,https://www.houseofindya.com/gold-multi-canopy-dangler-earrings-22/iprdt
Multicolor Geo Stone Fringe Earring,480.00,https://img.faballey.com/Images/Product/IJE00065/1.jpg,https://www.houseofindya.com/multicolor-geo-stone-fringe-earring-22/iprdt
Multi Shape Stone Earrings,560.00,https://img.faballey.com/Images/Product/IJE00053/1.jpg,https://www.houseofindya.com/multi-shape-stone-earrings-22/iprdt
Gold Red Floral Drop Earrings,680.00,https://img.faballey.com/Images/Product/IJE00080/1.jpg,https://www.houseofindya.com/gold-red-floral-drop-earrings-22/iprdt
Maroon Flower Circular Earrings,720.00,https://img.faballey.com/Images/Product/IJE00034/1.jpg,https://www.houseofindya.com/maroon-flower-circular-earrings-22/iprdt
Multicolor Geo Stone Earrings,600.00,https://img.faballey.com/Images/Product/IJE00088/1.jpg,https://www.houseofindya.com/multicolor-geo-stone-earrings-22/iprdt
Gold Blue Tassel Hammered Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-blue-tassel-hammered-dangler-earrings-22/iprdt
Red Green Beaded Kundan Necklace,700.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-plated-floral-shaped-kundan--necklace-with-green-and-red-beads.-23/iprdt
Gold Textured Tasselled Dangler Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-textured-tasselled-dangler-earrings-22/iprdt
Gold Kundan Pearl Drop Chand Maang Tika,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-kundan-pearl-drop-chand-maang-tika-22/iprdt
Gold Green Bead Leaf Dangler Earrings,375.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-bead-leaf-dangler-earrings-22/iprdt
Gold Sunburst Pearl Tassel Jhumka Earrings,900.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-plated-pearl-tassel-jhumka-22/iprdt
Gold Kundan Pearl Layered Dangler Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/double-layer-chaandbali-22/iprdt
Gold Green Kundan Drop Stone Dangler Earrings,550.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-kundan-drop-stone-dangler-earrings-22/iprdt
Gold Green Kundan Pearl Cluster Chandbali Earrings,600.00,https://img.faballey.com/Images/Product//1.jpg,https://www.houseofindya.com/gold-green-kundan-pearl-cluster-chandbali-earrings-22/iprdt
Dual Gold Kundan Pearl Earring Necklace Set,2000.00,https://img.faballey.com/Images/Product/ZNS00056/1.jpg,https://www.houseofindya.com/dual-gold-kundan-pearl-earring-necklace-set-290/iprdt
Silver Daana Spiked Oxidised Hoop Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00289/1.jpg,https://www.houseofindya.com/silver-daana-spiked-oxidised-hoop-earrings-22/iprdt
White Green Kundan Bead Bracelet,1300.00,https://img.faballey.com/Images/Product/ZBR00049/1.jpg,https://www.houseofindya.com/white-green-kundan-bead-bracelet-27/iprdt
Silver Spikey Tribal Oxidised Hoop Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00271/1.jpg,https://www.houseofindya.com/silver-spikey-tribal-oxidised-hoop-earrings-22/iprdt
Gold Kundan Red Drop Meena Earring Necklace Set,2250.00,https://img.faballey.com/Images/Product/ZNS00054/1.jpg,https://www.houseofindya.com/gold-kundan-red-drop-meena-earring-necklace-set-290/iprdt
Gold Dazzler Multichain Bracelet,800.00,https://img.faballey.com/Images/Product/ZBR00059/1.jpg,https://www.houseofindya.com/gold-dazzler-multichain-bracelet-27/iprdt
Gold Pearl Dangler Earrings,450.00,https://img.faballey.com/Images/Product/ZEA00266/1.jpg,https://www.houseofindya.com/gold-pearl-dangler-earrings-22/iprdt
Silver Half Moon Geomtric Oxidised Hoop Earrings,550.00,https://img.faballey.com/Images/Product/ZEA00294/1.jpg,https://www.houseofindya.com/silver-half-moon-geomtric-oxidised-hoop-earrings-22/iprdt
Gold Ivory Druzy Stack Bracelet,650.00,https://img.faballey.com/Images/Product/ZBR00058/1.jpg,https://www.houseofindya.com/gold-ivory-druzy-stack-bracelet-27/iprdt
Gold Purple Stone Pendant Necklace,700.00,https://img.faballey.com/Images/Product/ZNE00011/1.jpg,https://www.houseofindya.com/gold-blue-stone-pendant-necklace-23/iprdt
Silver Half Moon Oxidised Dangler Earrings,650.00,https://img.faballey.com/Images/Product/ZEA00293/1.jpg,https://www.houseofindya.com/silver-half-moon-oxidised-dangler-earrings-22/iprdt
Gold Orb Kundan Double Pearl Earrings Necklace Set,1750.00,https://img.faballey.com/Images/Product/ZNS00051/1.jpg,https://www.houseofindya.com/gold-orb-kundan-double-pearl-earrings-necklace-set-290/iprdt
Gold Satin Finish Kite Dangler Earrings,600.00,https://img.faballey.com/Images/Product/ZEA00279/1.jpg,https://www.houseofindya.com/gold-satin-finish-kite-dangler-earrings-22/iprdt
Gold Kundan Pearl Earring Necklace Set,2375.00,https://img.faballey.com/Images/Product/ZNS00044/1.jpg,https://www.houseofindya.com/gold-kundan-pearl-earring-necklace-set-290/iprdt
Gold Kundan Dual Pearl Earring Necklace Set,2000.00,https://img.faballey.com/Images/Product/ZNS00052/1.jpg,https://www.houseofindya.com/gold-kundan-dual-pearl-earring-necklace-set-290/iprdt
